time_s,device_timestamp_ns,packet_timestamp_ns,packet_id,sample_index,host_monotonic_ns,host_time_utc,timestamp_method,acc_x_mg,acc_y_mg,acc_z_mg
7.089769231,842346846091904349,842346848361135118,3,0,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,154.0,64.0,-986.0
7.109,842346846111135118,842346848361135118,3,1,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,159.0,65.0,-989.0
7.128230769,842346846130365887,842346848361135118,3,2,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,157.0,64.0,-985.0
7.147461538,842346846149596656,842346848361135118,3,3,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,156.0,60.0,-990.0
7.166692308,842346846168827426,842346848361135118,3,4,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,158.0,68.0,-988.0
7.185923077,842346846188058195,842346848361135118,3,5,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,160.0,66.0,-989.0
7.205153846,842346846207288964,842346848361135118,3,6,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,156.0,71.0,-988.0
7.224384615,842346846226519733,842346848361135118,3,7,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,153.0,66.0,-988.0
7.243615385,842346846245750503,842346848361135118,3,8,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,158.0,68.0,-988.0
7.262846154,842346846264981272,842346848361135118,3,9,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,157.0,65.0,-989.0
7.282076923,842346846284212041,842346848361135118,3,10,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,155.0,66.0,-986.0
7.301307692,842346846303442810,842346848361135118,3,11,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,156.0,68.0,-990.0
7.320538462,842346846322673580,842346848361135118,3,12,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,157.0,66.0,-990.0
7.339769231,842346846341904349,842346848361135118,3,13,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,159.0,68.0,-990.0
7.359,842346846361135118,842346848361135118,3,14,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,159.0,66.0,-990.0
7.378230769,842346846380365887,842346848361135118,3,15,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,158.0,64.0,-990.0
7.397461538,842346846399596656,842346848361135118,3,16,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,158.0,66.0,-993.0
7.416692308,842346846418827426,842346848361135118,3,17,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,157.0,63.0,-988.0
7.435923077,842346846438058195,842346848361135118,3,18,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,159.0,69.0,-993.0
7.455153846,842346846457288964,842346848361135118,3,19,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,155.0,70.0,-993.0
7.474384615,842346846476519733,842346848361135118,3,20,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,158.0,65.0,-990.0
7.493615385,842346846495750503,842346848361135118,3,21,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,155.0,64.0,-986.0
7.512846154,842346846514981272,842346848361135118,3,22,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,157.0,65.0,-992.0
7.532076923,842346846534212041,842346848361135118,3,23,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,156.0,65.0,-985.0
7.551307692,842346846553442810,842346848361135118,3,24,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,157.0,65.0,-991.0
7.570538462,842346846572673580,842346848361135118,3,25,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,158.0,65.0,-991.0
7.589769231,842346846591904349,842346848361135118,3,26,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,158.0,65.0,-988.0
7.609,842346846611135118,842346848361135118,3,27,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,159.0,65.0,-992.0
7.628230769,842346846630365887,842346848361135118,3,28,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,156.0,62.0,-991.0
7.647461538,842346846649596656,842346848361135118,3,29,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,157.0,65.0,-992.0
7.666692308,842346846668827426,842346848361135118,3,30,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,155.0,65.0,-991.0
7.685923077,842346846688058195,842346848361135118,3,31,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,155.0,65.0,-993.0
7.705153846,842346846707288964,842346848361135118,3,32,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,154.0,69.0,-991.0
7.724384615,842346846726519733,842346848361135118,3,33,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,156.0,67.0,-985.0
7.743615385,842346846745750503,842346848361135118,3,34,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,158.0,60.0,-992.0
7.762846154,842346846764981272,842346848361135118,3,35,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,156.0,64.0,-987.0
7.782076923,842346846784212041,842346848361135118,3,36,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,153.0,66.0,-994.0
7.801307692,842346846803442810,842346848361135118,3,37,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,158.0,63.0,-995.0
7.820538462,842346846822673580,842346848361135118,3,38,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,156.0,69.0,-990.0
7.839769231,842346846841904349,842346848361135118,3,39,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,153.0,66.0,-993.0
7.859,842346846861135118,842346848361135118,3,40,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,154.0,68.0,-991.0
7.878230769,842346846880365887,842346848361135118,3,41,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,156.0,64.0,-993.0
7.897461538,842346846899596656,842346848361135118,3,42,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,158.0,62.0,-993.0
7.916692308,842346846918827426,842346848361135118,3,43,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,155.0,67.0,-996.0
7.935923077,842346846938058195,842346848361135118,3,44,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,157.0,64.0,-993.0
7.955153846,842346846957288964,842346848361135118,3,45,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,157.0,61.0,-994.0
7.974384615,842346846976519733,842346848361135118,3,46,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,158.0,64.0,-990.0
7.993615385,842346846995750503,842346848361135118,3,47,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,158.0,64.0,-994.0
8.012846154,842346847014981272,842346848361135118,3,48,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,155.0,67.0,-989.0
8.032076923,842346847034212041,842346848361135118,3,49,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,151.0,68.0,-995.0
8.051307692,842346847053442810,842346848361135118,3,50,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,156.0,68.0,-994.0
8.070538462,842346847072673580,842346848361135118,3,51,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,156.0,66.0,-990.0
8.089769231,842346847091904349,842346848361135118,3,52,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,156.0,68.0,-994.0
8.109,842346847111135118,842346848361135118,3,53,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,157.0,67.0,-993.0
8.128230769,842346847130365887,842346848361135118,3,54,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,158.0,67.0,-991.0
8.147461538,842346847149596656,842346848361135118,3,55,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,155.0,66.0,-989.0
8.166692308,842346847168827426,842346848361135118,3,56,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,158.0,65.0,-988.0
8.185923077,842346847188058195,842346848361135118,3,57,34773890000000,2026-09-10T09:13:23.301086+00:00,nominal_first,155.0,68.0,-992.0
