time_s,device_timestamp_ns,packet_timestamp_ns,packet_id,sample_index,host_monotonic_ns,host_time_utc,timestamp_method,acc_x_mg,acc_y_mg,acc_z_mg
5.757580721,842371884161789179,842371886142558410,4,0,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-60.0,-883.0,-456.0
5.77681149,842371884181019948,842371886142558410,4,1,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-59.0,-878.0,-457.0
5.79604226,842371884200250718,842371886142558410,4,2,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-54.0,-874.0,-455.0
5.815273029,842371884219481487,842371886142558410,4,3,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-53.0,-867.0,-461.0
5.834503798,842371884238712256,842371886142558410,4,4,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-54.0,-874.0,-454.0
5.853734567,842371884257943025,842371886142558410,4,5,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-56.0,-870.0,-455.0
5.872965337,842371884277173795,842371886142558410,4,6,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-52.0,-877.0,-455.0
5.892196106,842371884296404564,842371886142558410,4,7,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-51.0,-874.0,-457.0
5.911426875,842371884315635333,842371886142558410,4,8,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-56.0,-876.0,-462.0
5.930657644,842371884334866102,842371886142558410,4,9,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-52.0,-877.0,-461.0
5.949888414,842371884354096872,842371886142558410,4,10,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-49.0,-878.0,-461.0
5.969119183,842371884373327641,842371886142558410,4,11,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-53.0,-876.0,-460.0
5.988349952,842371884392558410,842371886142558410,4,12,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-55.0,-877.0,-454.0
6.007580721,842371884411789179,842371886142558410,4,13,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-54.0,-875.0,-454.0
6.02681149,842371884431019948,842371886142558410,4,14,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-52.0,-871.0,-456.0
6.04604226,842371884450250718,842371886142558410,4,15,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-50.0,-874.0,-453.0
6.065273029,842371884469481487,842371886142558410,4,16,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-55.0,-870.0,-455.0
6.084503798,842371884488712256,842371886142558410,4,17,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-53.0,-876.0,-455.0
6.103734567,842371884507943025,842371886142558410,4,18,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-53.0,-874.0,-460.0
6.122965337,842371884527173795,842371886142558410,4,19,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-52.0,-874.0,-454.0
6.142196106,842371884546404564,842371886142558410,4,20,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-52.0,-877.0,-460.0
6.161426875,842371884565635333,842371886142558410,4,21,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-51.0,-880.0,-456.0
6.180657644,842371884584866102,842371886142558410,4,22,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-53.0,-880.0,-460.0
6.199888414,842371884604096872,842371886142558410,4,23,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-57.0,-877.0,-456.0
6.219119183,842371884623327641,842371886142558410,4,24,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-56.0,-878.0,-461.0
6.238349952,842371884642558410,842371886142558410,4,25,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-58.0,-880.0,-456.0
6.257580721,842371884661789179,842371886142558410,4,26,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-57.0,-879.0,-459.0
6.27681149,842371884681019948,842371886142558410,4,27,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-52.0,-880.0,-456.0
6.29604226,842371884700250718,842371886142558410,4,28,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-55.0,-879.0,-456.0
6.315273029,842371884719481487,842371886142558410,4,29,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-52.0,-877.0,-456.0
6.334503798,842371884738712256,842371886142558410,4,30,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-56.0,-873.0,-454.0
6.353734567,842371884757943025,842371886142558410,4,31,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-51.0,-871.0,-459.0
6.372965337,842371884777173795,842371886142558410,4,32,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-58.0,-876.0,-452.0
6.392196106,842371884796404564,842371886142558410,4,33,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-58.0,-876.0,-458.0
6.411426875,842371884815635333,842371886142558410,4,34,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-55.0,-877.0,-452.0
6.430657644,842371884834866102,842371886142558410,4,35,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-55.0,-878.0,-458.0
6.449888414,842371884854096872,842371886142558410,4,36,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-48.0,-872.0,-459.0
6.469119183,842371884873327641,842371886142558410,4,37,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-50.0,-871.0,-450.0
6.488349952,842371884892558410,842371886142558410,4,38,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-53.0,-879.0,-456.0
6.507580721,842371884911789179,842371886142558410,4,39,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-56.0,-875.0,-463.0
6.52681149,842371884931019948,842371886142558410,4,40,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-54.0,-877.0,-466.0
6.54604226,842371884950250718,842371886142558410,4,41,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-49.0,-874.0,-457.0
6.565273029,842371884969481487,842371886142558410,4,42,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-44.0,-877.0,-455.0
6.584503798,842371884988712256,842371886142558410,4,43,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-47.0,-877.0,-452.0
6.603734567,842371885007943025,842371886142558410,4,44,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-52.0,-878.0,-451.0
6.622965337,842371885027173795,842371886142558410,4,45,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-56.0,-873.0,-449.0
6.642196106,842371885046404564,842371886142558410,4,46,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-61.0,-872.0,-451.0
6.661426875,842371885065635333,842371886142558410,4,47,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-57.0,-874.0,-453.0
6.680657644,842371885084866102,842371886142558410,4,48,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-48.0,-876.0,-459.0
6.699888414,842371885104096872,842371886142558410,4,49,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-48.0,-874.0,-461.0
6.719119183,842371885123327641,842371886142558410,4,50,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-48.0,-876.0,-462.0
6.738349952,842371885142558410,842371886142558410,4,51,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-51.0,-874.0,-459.0
6.757580721,842371885161789179,842371886142558410,4,52,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-52.0,-877.0,-457.0
6.77681149,842371885181019948,842371886142558410,4,53,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-58.0,-879.0,-455.0
6.79604226,842371885200250718,842371886142558410,4,54,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-51.0,-875.0,-457.0
6.815273029,842371885219481487,842371886142558410,4,55,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-53.0,-873.0,-457.0
6.834503798,842371885238712256,842371886142558410,4,56,59812109000000,2026-09-10T16:10:41.526908+00:00,nominal_first,-49.0,-872.0,-460.0
