time_s,device_timestamp_ns,packet_timestamp_ns,packet_id,sample_index,host_monotonic_ns,host_time_utc,timestamp_method,acc_x_mg,acc_y_mg,acc_z_mg
0.0,842384211754799323,842384213774030092,1,0,,,nominal_first,253.0,925.0,-378.0
0.019230769,842384211774030092,842384213774030092,1,1,,,nominal_first,249.0,927.0,-380.0
0.038461538,842384211793260861,842384213774030092,1,2,,,nominal_first,245.0,922.0,-380.0
0.057692307,842384211812491630,842384213774030092,1,3,,,nominal_first,245.0,920.0,-376.0
0.076923077,842384211831722400,842384213774030092,1,4,,,nominal_first,248.0,919.0,-378.0
0.096153846,842384211850953169,842384213774030092,1,5,,,nominal_first,252.0,919.0,-374.0
0.115384615,842384211870183938,842384213774030092,1,6,,,nominal_first,252.0,912.0,-374.0
0.134615384,842384211889414707,842384213774030092,1,7,,,nominal_first,256.0,913.0,-376.0
0.153846154,842384211908645477,842384213774030092,1,8,,,nominal_first,256.0,912.0,-377.0
0.173076923,842384211927876246,842384213774030092,1,9,,,nominal_first,253.0,916.0,-378.0
0.192307692,842384211947107015,842384213774030092,1,10,,,nominal_first,252.0,925.0,-381.0
0.211538461,842384211966337784,842384213774030092,1,11,,,nominal_first,256.0,919.0,-390.0
0.230769231,842384211985568554,842384213774030092,1,12,,,nominal_first,257.0,923.0,-387.0
0.25,842384212004799323,842384213774030092,1,13,,,nominal_first,260.0,928.0,-389.0
0.269230769,842384212024030092,842384213774030092,1,14,,,nominal_first,254.0,928.0,-388.0
0.288461538,842384212043260861,842384213774030092,1,15,,,nominal_first,255.0,918.0,-387.0
0.307692307,842384212062491630,842384213774030092,1,16,,,nominal_first,255.0,919.0,-381.0
0.326923077,842384212081722400,842384213774030092,1,17,,,nominal_first,255.0,915.0,-378.0
0.346153846,842384212100953169,842384213774030092,1,18,,,nominal_first,246.0,911.0,-381.0
0.365384615,842384212120183938,842384213774030092,1,19,,,nominal_first,247.0,916.0,-379.0
0.384615384,842384212139414707,842384213774030092,1,20,,,nominal_first,253.0,921.0,-382.0
0.403846154,842384212158645477,842384213774030092,1,21,,,nominal_first,251.0,918.0,-385.0
0.423076923,842384212177876246,842384213774030092,1,22,,,nominal_first,253.0,922.0,-385.0
0.442307692,842384212197107015,842384213774030092,1,23,,,nominal_first,250.0,923.0,-386.0
0.461538461,842384212216337784,842384213774030092,1,24,,,nominal_first,256.0,924.0,-389.0
0.480769231,842384212235568554,842384213774030092,1,25,,,nominal_first,259.0,917.0,-388.0
0.5,842384212254799323,842384213774030092,1,26,,,nominal_first,250.0,921.0,-381.0
0.519230769,842384212274030092,842384213774030092,1,27,,,nominal_first,250.0,926.0,-386.0
0.538461538,842384212293260861,842384213774030092,1,28,,,nominal_first,261.0,923.0,-389.0
0.557692307,842384212312491630,842384213774030092,1,29,,,nominal_first,253.0,918.0,-386.0
0.576923077,842384212331722400,842384213774030092,1,30,,,nominal_first,251.0,918.0,-385.0
0.596153846,842384212350953169,842384213774030092,1,31,,,nominal_first,247.0,916.0,-381.0
0.615384615,842384212370183938,842384213774030092,1,32,,,nominal_first,252.0,920.0,-386.0
0.634615384,842384212389414707,842384213774030092,1,33,,,nominal_first,254.0,923.0,-385.0
0.653846154,842384212408645477,842384213774030092,1,34,,,nominal_first,262.0,923.0,-390.0
0.673076923,842384212427876246,842384213774030092,1,35,,,nominal_first,256.0,922.0,-384.0
0.692307692,842384212447107015,842384213774030092,1,36,,,nominal_first,241.0,918.0,-386.0
0.711538461,842384212466337784,842384213774030092,1,37,,,nominal_first,243.0,922.0,-381.0
0.730769231,842384212485568554,842384213774030092,1,38,,,nominal_first,240.0,919.0,-385.0
0.75,842384212504799323,842384213774030092,1,39,,,nominal_first,247.0,922.0,-380.0
0.769230769,842384212524030092,842384213774030092,1,40,,,nominal_first,253.0,920.0,-378.0
0.788461538,842384212543260861,842384213774030092,1,41,,,nominal_first,252.0,922.0,-378.0
0.807692307,842384212562491630,842384213774030092,1,42,,,nominal_first,247.0,921.0,-385.0
0.826923077,842384212581722400,842384213774030092,1,43,,,nominal_first,246.0,917.0,-388.0
0.846153846,842384212600953169,842384213774030092,1,44,,,nominal_first,249.0,925.0,-394.0
0.865384615,842384212620183938,842384213774030092,1,45,,,nominal_first,244.0,919.0,-387.0
0.884615384,842384212639414707,842384213774030092,1,46,,,nominal_first,254.0,924.0,-379.0
0.903846154,842384212658645477,842384213774030092,1,47,,,nominal_first,254.0,929.0,-384.0
0.923076923,842384212677876246,842384213774030092,1,48,,,nominal_first,256.0,927.0,-384.0
0.942307692,842384212697107015,842384213774030092,1,49,,,nominal_first,254.0,920.0,-382.0
0.961538461,842384212716337784,842384213774030092,1,50,,,nominal_first,250.0,916.0,-381.0
0.980769231,842384212735568554,842384213774030092,1,51,,,nominal_first,249.0,926.0,-377.0
