set_id,repetition,start_time_s,end_time_s,peak_time_s,peak_departure_deg,relative_excursion,return_observed,flags
001,1,19.041020381,20.321020381,19.641020381,95.68768889000373,1.0152363412317824,True,
001,2,23.081020381000002,24.441020381,23.681020381,94.25163876019866,1.0,True,
001,3,27.681020381,29.081020381000002,28.281020381,88.51403784534448,0.939124656182879,True,
001,4,34.001020381,35.441020380999994,34.521020381,54.848273923287756,0.5819344325973622,False,reduced_arm_excursion;return_not_observed
